v1	氯化
v32420	希福尼
v32421	宫内
v32422	大腺炎
v32423	乳腺炎
v32424	高德
v32425	硫喷妥
v32426	臂部
v32427	他唑巴
v32428	高德针
v32429	舒丸
v32430	曼宁
v32431	明可欣
v32432	舒罗克
v32433	力勉
v32434	门市
v32435	江门市
v32436	邦民路
v32437	为用
v32438	及明
v32439	可欣
v32440	吉他
v32441	呋辛酯
v32442	加红霉
v32443	悉畅
v32444	合信
v32445	浦成
v32446	阿培南
v32447	天册
v32448	佳美
v32449	导语
v32450	嗡嗡
v32451	嗡
v32452	听不清
v32453	悦康
v32454	由悦康
v32455	悦康明
v32456	专论
v32457	欣路信
v32458	更正
v32459	写成
v32460	苏刻乐
v32461	※
v32462	伏乐
v32463	亚星
v32464	对亚星
v32465	决心
v32466	责任心
v32467	丽扶欣
v32468	新福欣
v32469	安可
v32470	澳舒
v32471	一格
v32472	一格永抗
v32473	批量
v32474	德兴市
v32475	西园
v32476	权衡
v32477	利弊
v32478	权衡利弊
v32479	乳儿
v32480	如悦康
v32481	多治
v32482	独包
v32483	支悦
v32484	康多治
v32485	
v32486	呋辛是
v32487	威欣
v32488	海力欣
v32489	耐甲氧
v32490	及达力
v32491	三等
v32492	三等奖
v32493	溶菌酶
v32494	辛酯
v32495	施华洛
v32496	克洛干
v32497	洛希
v32498	刻劳
v32499	双球菌
v32500	为加
v32501	矫味
v32502	由礼来
v32503	人网
v32504	希刻
v32505	劳是
v32506	世福素
v32507	半袋
v32508	粗心
v32509	一袋
v32510	汉
v32511	盒世福素
v32512	藤泽
v32513	猩红
v32514	猩红热
v32515	下要
v32516	莲粉
v32517	频发
v32518	翻身
v32519	上用
v32520	太痛
v32521	爱友
v32522	资金
v32523	规划
v32524	对接
v32525	西孢唑
v32526	凯复卓
v32527	几十个
v32528	填补
v32529	夜里
v32530	巨痛
v32531	全泽复
v32532	罗倍
v32533	小女
v32534	各个系统
v32535	对应
v32536	硫基
v32537	天根
v32538	氰唑
v32539	美唑钠
v32540	时须
v32541	克为
v32542	或块
v32543	甲氧氰唑
v32544	平塚
v32545	辞职
v32546	住院医师
v32547	孙丽娜
v32548	内信
v32549	氧苯
v32550	艾可诺
v32551	艾可达
v32552	李明英
v32553	药源
v32554	多酯
v32555	海辰
v32556	名浦成
v32557	鋒多欣
v32558	鋒
v32559	青揚
v32560	有引
v32561	̹
v32562	ğ
v32563	先舒
v32564	頭孢哌酮
v32565	舒巴同
v32566	瑞普欣
v32567	鋒派
v32568	鈴蘭
v32569	海舒必
v32570	奧瑞芬
v32571	供价
v32572	维修
v32573	逼
v32574	哄哄
v32575	硬盘
v32576	硬盘数据
v32577	说了算
v32578	好生意
v32579	一边
v32580	温医
v32581	舒普
v32582	深针
v32583	回扣
v32584	一帖
v32585	查报
v32586	调查报告
v32587	去世
v32588	赠与
v32589	有缘
v32590	有缘人
v32591	只限
v32592	拿到
v32593	网帖
v32594	指名
v32595	指名道姓
v32596	暴寒
v32597	马虎
v32598	起见
v32599	奶胀
v32600	挤
v32601	疼得
v32602	彻夜
v32603	难眠
v32604	彻夜难眠
v32605	陪
v32606	钠盒
v32607	凯舒特
v32608	肌肝
v32609	新朗欧
v32610	瓶含
v32611	复主
v32612	舒肟欣
v32613	泰得
v32614	中诺立
v32615	必为
v32616	仙必
v32617	对本
v32618	凯斯
v32619	康诺
v32620	博洲
v32621	民尿
v32622	哌酮
v32623	新快
v32624	卖新
v32625	快欣
v32626	华信
v32627	商务局
v32628	报表
v32629	建德
v32630	建德市
v32631	耀欣
v32632	针纺
v32633	自营
v32634	万美元
v32635	外贸
v32636	对外贸易
v32637	趋紧
v32638	強欣針
v32639	保持联系
v32640	丽扶
v32641	纤欣
v32642	丝带
v32643	绣
v32644	转码
v32645	第一段
v32646	时间轴
v32647	打结
v32648	直针
v32649	叶子
v32650	豆针
v32651	菊叶
v32652	亿腾
v32653	西力
v32654	安平
v32655	信用度
v32656	很差
v32657	骗
v32658	拖欠
v32659	货款
v32660	克扣
v32661	提成
v32662	基本法
v32663	转型
v32664	快报
v32665	新快报
v32666	营销员
v32667	届时
v32668	达沃
v32669	达沃斯
v32670	移民
v32671	世界各地
v32672	当身
v32673	悉尼
v32674	各国
v32675	风味
v32676	缭乱
v32677	眼花缭乱
v32678	铃兰
v32679	新景
v32680	九源
v32681	片瓶
v32682	欣瓶
v32683	朗天
v32684	由朗天
v32685	血通
v32686	黄色素
v32687	乐坦
v32688	纾
v32689	阿乐仙
v32690	替卡
v32691	三洋
v32692	奇仆
v32693	深圳经济特区
v32694	商务区
v32695	中央商务区
v32696	力强
v32697	强林坦
v32698	伤寒杆菌
v32699	杜菌
v32700	石英
v32701	性病科
v32702	隻
v32703	計
v32704	太洋
v32705	帅克
v32706	安塞
v32707	罗嗪
v32708	清华紫光
v32709	邦权
v32710	力派
v32711	网达力
v32712	新针
v32713	劲邦
v32714	芬针
v32715	罗塞
v32716	卞星
v32717	判定
v32718	做成
v32719	界面
v32720	多岁
v32721	凯赛
v32722	松钠
v32723	倍赛
v32724	历年
v32725	历年来
v32726	吃奶
v32727	钠倍赛
v32728	东西湖区
v32729	家山
v32730	吴家山
v32731	艾尔力康
v32732	奇立西
v32733	类共
v32734	康路
v32735	请速
v32736	优他
v32737	出双
v32738	合同
v32739	省代类
v32740	甲方
v32741	乙方
v32742	易必生
v32743	必净
v32744	絮状物
v32745	舒马特
v32746	乐灵
v32747	由产
v32748	孢
v32749	钠系
v32750	倍率
v32751	安庆市
v32752	噻肟钠
v32753	洋洋
v32754	孢呋辛钠
v32755	李标
v32756	王先生
v32757	张军
v32758	噻肟针
v32759	特依宁针
v32760	东力
v32761	捷迅
v32762	阿魏酸
v32763	恒悦欣
v32764	冠心宁
v32765	特依宁
v32766	针依利康
v32767	顺来康
v32768	李连峰
v32769	齐齐
v32770	齐齐哈尔
v32771	覃宇彪
v32772	恩施
v32773	久醉
v32774	杨俊
v32775	壮源
v32776	派君舒
v32777	商务电话
v32778	经山度士
v32779	政德
v32780	噻肟为
v32781	华民
v32782	理化生
v32783	为白
v32784	亿仁堂
v32785	千虹
v32786	谋求
v32787	汉光
v32788	进出口
v32789	双药
v32790	辑录
v32791	内容摘要
v32792	康网
v32793	复达
v32794	麦佳乐杏
v32795	麦佳乐杏片
v32796	新安
v32797	佩罗
v32798	阿糖腺
v32799	噻甲
v32800	塔齐定
v32801	凯复定
v32802	案件
v32803	凯福定
v32804	齐定
v32805	水化物
v32806	他啶
v32807	健全
v32808	欣定
v32809	卖方
v32810	锐欣
v32811	舒而欣
v32812	康利
v32813	必欣
v32814	新舒
v32815	利君锐
v32816	欣同
v32817	没到
v32818	针没到
v32819	喝酒
v32820	利君沙
v32821	速欣康
v32822	甲氧亚
v32823	凯润
v32824	速崩
v32825	见效快
v32826	片小易
v32827	锋替
v32828	锋
v32829	名鋒
v32830	仙安
v32831	安和
v32832	替安和倍司
v32833	特克
v32834	九新
v32835	苯磺
v32836	海替
v32837	替安加
v32838	复仙安
v32839	卓迈
v32840	社复
v32841	新丰
v32842	韦钠
v32843	包头
v32844	包头市
v32845	加贝酯
v32846	叮针
v32847	齐佩能
v32848	林为
v32849	钠林
v32850	益保世灵
v32851	保世灵
v32852	益保世
v32853	益保
v32854	世灵
v32855	脓毒
v32856	视镜
v32857	例经
v32858	乳孔
v32859	负压
v32860	经久
v32861	复发率
v32862	科自
v32863	乳管镜
v32864	液乳
v32865	管镜
v32866	黄土
v32867	严防
v32868	滋痒
v32869	土荆皮
v32870	香港脚
v32871	黑癣
v32872	亳升
v32873	总酸量
v32874	兴齐
v32875	卓比安
v32876	吡卡胺
v32877	散瞳
v32878	屈光度
v32879	用卓
v32880	比安和托
v32881	吡卡
v32882	比安
v32883	卖卓比安
v32884	卡胺
v32885	美多丽
v32886	中学生
v32887	眼过
v32888	检查和
v32889	肌麻痹
v32890	有限性
v32891	几块
v32892	十几块
v32893	配眼镜
v32894	双星
v32895	胎龄
v32896	高胎龄
v32897	左右眼
v32898	妥泰托
v32899	吡酯
v32900	转为
v32901	塞米
v32902	伊迈格
v32903	塞米片
v32904	无尿
v32905	亨迪
v32906	泽通
v32907	种族
v32908	舍尼亭
v32909	紧迫性
v32910	舍尼亭片
v32911	称舍尼亭
v32912	半小
v32913	何故
v32914	何单杰
v32915	舍
v32916	片舍
v32917	尿感
v32918	上裂
v32919	下裂
v32920	网药
v32921	齐泰
v32922	确芝
v32923	杜
v32924	欣顺尔
v32925	托品
v32926	西隆
v32927	维瑞特
v32928	尼泰美
v32929	罗亭
v32930	帕洛诺
v32931	技术转让
v32932	试一下
v32933	丽迪兴
v32934	时长
v32935	什
v32936	我想
v32937	欣力
v32938	每五针
v32939	脱氧核糖
v32940	区域代理
v32941	或灭
v32942	经酶解
v32943	爱尔康
v32944	及托百士
v32945	眼泪
v32946	流眼泪
v32947	麻麻
v32948	六个月
v32949	觉醒
v32950	张开
v32951	嗒
v32952	就配
v32953	联盟
v32954	眼科医生
v32955	黏住
v32956	篮网
v32957	摇篮网
v32958	助手
v32959	妥布霉
v32960	于外
v32961	眼及
v32962	百为坦
v32963	眼膏用
v32964	克雷
v32965	制订
v32966	脓毒症
v32967	泪道
v32968	探通
v32969	松眼膏
v32970	李之忠
v32971	徐摇凤
v32972	王梅艳
v32973	大港
v32974	油田
v32975	大港油田
v32976	预防针
v32977	打预防针
v32978	摩托
v32979	托车
v32980	摩托车
v32981	洒落
v32982	手合
v32983	开有
v32984	半成
v32985	半成品
v32986	满月
v32987	下眼睑
v32988	脓包
v32989	副睾
v32990	典必殊
v32991	眼球
v32992	穿通
v32993	少年儿童
v32994	典必
v32995	何人
v32996	任何人
v32997	散粒肿
v32998	必殊
v32999	擦擦
v33000	并换
v33001	腥草
v33002	塞米松
v33003	本事
v33004	无碍
v33005	假如
v33006	两滴
v33007	使用量
v33008	洛特
v33009	脂环类
v33010	买些
v33011	迪妥
v33012	杰捷
v33013	利嗪
v33014	疹子
v33015	圆角
v33016	层上
v33017	覆有
v33018	衬垫
v33019	顺次
v33020	层合
v33021	支撑
v33022	支撑物
v33023	丙烯酸
v33024	压敏
v33025	现如今
v33026	此病
v33027	欣泽
v33028	替康
v33029	及欣泽
v33030	半内
v33031	命中
v33032	热词
v33033	熏眼
v33034	四批
v33035	冷敷
v33036	如用
v33037	涂眼
v33038	电光
v33039	眼炎
v33040	再滴
v33041	炎时
v33042	冰敷
v33043	并点
v33044	金因
v33045	趋化
v33046	纤维细胞
v33047	迁移
v33048	如足
v33049	靴区
v33050	药讯网
v33051	或者说
v33052	卖完
v33053	留个
v33054	纳多
v33055	及稳
v33056	凡古
v33057	伪膜性
v33058	名稳
v33059	艾力
v33060	早幼
v33061	为维
v33062	企德众
v33063	叫停
v33064	同安
v33065	从德众
v33066	灰褐
v33067	灰褐色
v33068	呼吁
v33069	南方
v33070	市报
v33071	都市报
v33072	剧毒
v33073	嘉
v33074	宝华
v33075	华柏
v33076	该店
v33077	盈康
v33078	康其力
v33079	德众维
v33080	细看
v33081	周江
v33082	宝库
v33083	蕴藏
v33084	无数
v33085	瑰宝
v33086	便是
v33087	吴瑭
v33088	胶性
v33089	海欣
v33090	云岗
v33091	产品品种
v33092	葡欣
v33093	赛洛
v33094	麻针
v33095	为啥
v33096	慢支
v33097	不久
v33098	加地
v33099	三蕊
v33100	维胺
v33101	银血病
v33102	美发
v33103	美容美发
v33104	可怕
v33105	上海华山医院
v33106	老给
v33107	人开
v33108	叫三蕊
v33109	人治
v33110	踊跃
v33111	踊跃发言
v33112	吃三蕊
v33113	九泰维胺
v33114	为维胺
v33115	第一点
v33116	甜食
v33117	及三蕊
v33118	状疹
v33119	胶样
v33120	粟丘疹
v33121	胶质
v33122	稗
v33123	粒瘤
v33124	粟粒疹
v33125	连续性
v33126	仙林
v33127	黄兴
v33128	万可
v33129	呤
v33130	司汀
v33131	匹服
v33132	万可松
v33133	本可松
v33134	万科
v33135	罗宁
v33136	溴维库
v33137	异环
v33138	亿真吉
v33139	普德
v33140	赫泰林针
v33141	位高危
v33142	汉寿
v33143	寿县
v33144	汉寿县
v33145	手法
v33146	盖衡
v33147	华中
v33148	惠普
v33149	改服
v33150	心怡
v33151	振杰
v33152	伊可新
v33153	大作
v33154	哆嗦
v33155	打哆嗦
v33156	顺天
v33157	南路
v33158	再说
v33159	太小
v33160	一切正常
v33161	深黄
v33162	深黄色
v33163	食补
v33164	营养师
v33165	每丸
v33166	單位
v33167	奥森
v33168	天宇
v33169	并糙
v33170	阴囊炎
v33171	类及
v33172	鲜笋
v33173	味精
v33174	酱油
v33175	姜丝
v33176	蒜末
v33177	泡发
v33178	油热
v33179	煸炒
v33180	類及
v33181	物質
v33182	礦物質
v33183	风梨
v33184	时疼
v33185	硫胺素
v33186	焦磷酸
v33187	硫及
v33188	华北石油
v33189	普外
v33190	看过
v33191	祝好
v33192	起皮
v33193	老起
v33194	皮皮
v33195	金维他
v33196	膈
v33197	腧
v33198	上脘
v33199	名列
v33200	武警
v33201	总队
v33202	口腔医院
v33203	芙蓉区
v33204	天心区
v33205	裂区设计
v33206	围针
v33207	卡洛欣
v33208	永康
v33209	丙磺
v33210	唇
v33211	干裂
v33212	舌炎
v33213	维亚
v33214	玻利维亚
v33215	放射病
v33216	為升
v33217	組成部分
v33218	參與
v33219	促進
v33220	斯替
v33221	吡针
v33222	记帐
v33223	润宏
v33224	糙皮病
v33225	白雲
v33226	雲山
v33227	白雲山
v33228	位於
v33229	廣州市
v33230	濱江
v33231	東路
v33232	聯繫
v33233	電話
v33234	聯繫電話
v33235	腸炎
v33236	切除術
v33237	胃切除術
v33238	遺傳
v33239	遺傳性
v33240	依賴
v33241	鼎立
v33242	检针
v33243	湘娟
v33244	销售处
v33245	雨花
v33246	雨花区
v33247	結構
v33248	結構式
v33249	吡哆醛
v33250	伸
v33251	伸可
v33252	伸维
v33253	水里
v33254	发泡
v33255	好玩
v33256	酸酸
v33257	酸酸甜甜
v33258	每篇
v33259	阿朴
v33260	胡萝卜
v33261	橘味
v33262	橙味
v33263	伸牌
v33264	加锌
v33265	牌维
v33266	加锌泡
v33267	使铁
v33268	找西
v33269	玛卡
v33270	湖南长沙市
v33271	欧道禧
v33272	御坊
v33273	堂维
v33274	对御坊
v33275	友谊路
v33276	西兰
v33277	兰花
v33278	西兰花
v33279	蓝莓
v33280	番茄
v33281	小葛
v33282	媳妇
v33283	不幸
v33284	紫竹
v33285	草酸盐
v33286	白皙
v33287	半生
v33288	届
v33289	净含量
v33290	柑桔
v33291	所謂
v33292	三級
v33293	針
v33294	點滴
v33295	豐富
v33296	維他命
v33297	施打
v33298	擁有
v33299	足夠
v33300	整體
v33301	膚色
v33302	搭配着
v33303	血溶
v33304	远高于
v33305	名符其实
v33306	極白
v33307	柔膚針
v33308	美白針
v33309	額外
v33310	肌膚
v33311	修護
v33312	抗老
v33313	幫助
v33314	健安喜
v33315	柑橘
v33316	新老
v33317	暗黄
v33318	伤者
v33319	受伤者
v33320	铁质
v33321	克山
v33322	克山病
v33323	变黄后
v33324	华林
v33325	来益
v33326	来益维
v33327	铁性
v33328	缺铁性
v33329	来益牌
v33330	从中
v33331	科苑
v33332	庆安
v33333	宿州
v33334	特卖
v33335	万青
v33336	強化
v33337	母親
v33338	早產
v33339	產兒
v33340	早產兒
v33341	體重兒
v33342	未成
v33343	未成熟
v33344	兒及
v33345	常規
v33346	찲
v33347	؃
v33348	샺
v33349	湦
v33350	双鲸
v33351	及来益
v33352	营养障碍
v33353	立业
v33354	玉米油
v33355	足月
v33356	月儿
v33357	足月儿
v33358	院里
v33359	产院
v33360	爱败
v33361	放心好了
v33362	养育
v33363	犯要
v33364	很薄
v33365	上外
v33366	问能
v33367	成成
v33368	据省
v33369	走势
v33370	缺点
v33371	优缺点
v33372	专电
v33373	胡浩
v33374	监管局
v33375	胆瘘
v33376	维铁
v33377	福乃得
v33378	南县
v33379	亚铁
v33380	硫酸亚铁
v33381	以维铁
v33382	增长期
v33383	及大
v33384	维铁缓
v33385	及维铁
v33386	曝成
v33387	制毒
v33388	盒能
v33389	制出
v33390	冰毒
v33391	被迫
v33392	类含
v33393	陆丰
v33394	陆丰市
v33395	不法
v33396	不法分子
v33397	安部
v33398	公安部
v33399	禁毒
v33400	副处
v33401	副处长
v33402	道理
v33403	垂涎
v33404	垂涎欲滴
v33405	没错
v33406	东方网
v33407	劳动报
v33408	产量
v33409	网民
v33410	热议
v33411	空地
v33412	遗弃
v33413	被遗弃
v33414	鼓鼓
v33415	鼓囊囊
v33416	鼓鼓囊囊
v33417	胃复春片
v33418	香茶
v33419	泄热
v33420	兼肝
v33421	胀
v33422	闷
v33423	易怒
v33424	胃乃安
v33425	痛类
v33426	中一牌
v33427	一牌
v33428	大众化
v33429	由名
v33430	身热
v33431	结及
v33432	播放
v33433	播放器
v33434	能治除
v33435	脾湿
v33436	犯病
v33437	胆胃
v33438	结等症
v33439	错杂
v33440	果胶
v33441	癃清片
v33442	并不大
v33443	︱
v33444	对不起
v33445	未找到
v33446	福尔马林
v33447	根炎
v33448	体感
v33449	诱发电位
v33450	病理学
v33451	二批
v33452	颈复
v33453	康组
v33454	六虫
v33455	行为学
v33456	衰型
v33457	提拉
v33458	扳法
v33459	随证
v33460	而治
v33461	仅予
v33462	及予
v33463	服扶
v33464	间盘
v33465	吴湘
v33466	常平
v33467	常平镇
v33468	参雄
v33469	参雄温
v33470	凡属
v33471	茶菊脂
v33472	溢性
v33473	共治
v33474	透析机
v33475	纯净
v33476	治疗机
v33477	俯泻
v33478	温阳利
v33479	水为
v33480	正安
v33481	而行
v33482	美珍
v33483	苁蓉
v33484	肉苁蓉
v33485	金百
v33486	煎制
v33487	参柏舒阴
v33488	肛
v33489	马振
v33490	强盛
v33491	水法
v33492	左半
v33493	挤出
v33494	癌症肿瘤
v33495	鼓动
v33496	化解
v33497	癌瘤
v33498	阴瘤
v33499	固摄
v33500	乌金
v33501	仍停留
v33502	阳散寒
v33503	方加
v33504	用方
v33505	用治颈源性
v33506	迟脉
v33507	阳化
v33508	温阳化
v33509	包先
v33510	他集
v33511	旭翔牌
v33512	热灸
v33513	保健枕
v33514	葛参
v33515	二合
v33516	二合一
v33517	延寿
v33518	停茶
v33519	可愈
v33520	本学科
v33521	通淋法
v33522	八段
v33523	八段锦
v33524	差而
v33525	指无
v33526	此型
v33527	赤石
v33528	赤石脂
v33529	筛末
v33530	杯
v33531	煮
v33532	整块
v33533	瓜瓣
v33534	固肠丸
v33535	得而福
v33536	拨罐
v33537	多囊肾
v33538	督脉
v33539	膀胱经
v33540	少阴
v33541	足少阴肾经
v33542	任脉
v33543	经益
v33544	号方
v33545	为本
v33546	扶土
v33547	升清降浊
v33548	之比约
v33549	生命力
v33550	″
v33551	咽喉癌
v33552	原发癌
v33553	文拉法辛
v33554	博乐
v33555	对博
v33556	使万拉法辛
v33557	怡
v33558	文拉
v33559	联系业务
v33560	文法
v33561	拉辛
v33562	脸色
v33563	膜片
v33564	膜片钳
v33565	穩心
v33566	脈
v33567	心脈
v33568	心煩
v33569	汇报
v33570	新机
v33571	新机制
v33572	交阻
v33573	或尿细
v33574	症属
v33575	尿细
v33576	双补
v33577	恰恰
v33578	前不久
v33579	毫无
v33580	越调
v33581	越乱
v33582	用纯
v33583	益阴
v33584	带及
v33585	行血
v33586	两盒
v33587	圣药
v33588	白毛
v33589	骨鸡
v33590	行经
v33591	冷痛
v33592	腿软
v33593	买购
v33594	利喜定
v33595	乌拉
v33596	控制性
v33597	急骤
v33598	喜定
v33599	期高
v33600	输液泵
v33601	急聚
v33602	现察
v33603	成苯
v33604	亚宁定
v33605	克倍
v33606	帕尼培南
v33607	医学知识
v33608	搜索网
v33609	武田亚宁定
v33610	亚宁
v33611	近况
v33612	得片
v33613	颅痛
v33614	乌蛇
v33615	古有
v33616	风胜则
v33617	热胜则
v33618	热微
v33619	肝旺
v33620	生风
v33621	生燥
v33622	热搏
v33623	故治痒
v33624	没好
v33625	烏蛇
v33626	濕
v33627	洛安
v33628	天普洛安针
v33629	泵入
v33630	无烟
v33631	美容院
v33632	品出
v33633	产品出口
v33634	月销
v33635	艾梗
v33636	艾烟
v33637	秒杀
v33638	极品
v33639	艾段
v33640	香薰
v33641	条纯
v33642	金艾柱
v33643	炭化
v33644	烟剂
v33645	人畜
v33646	芬芳
v33647	来回
v33648	一远
v33649	一近
v33650	炙条
v33651	密封胶
v33652	香樟
v33653	木条
v33654	锯条
v33655	铁皮
v33656	鲜条
v33657	浮动
v33658	碳化
v33659	制粉
v33660	晾晒
v33661	烘烤
v33662	裁切
v33663	陈放
v33664	研磨成粉
v33665	绿莹
v33666	热敏
v33667	巢元方
v33668	伍
v33669	纯铜
v33670	李时珍
v33671	条艾柱
v33672	竹制
v33673	双孔
v33674	两孔
v33675	卧龙
v33676	汉医
v33677	艾炷
v33678	炷
v33679	出口产品
v33680	陈艾
v33681	单桂敏
v33682	条灸条
v33683	条灸
v33684	条艾
v33685	器是
v33686	纯手工
v33687	白条
v33688	陈艾条
v33689	艾粉
v33690	长寿
v33691	灸法
v33692	〓
v33693	腸絞痛
v33694	寶寶
v33695	愛哭
v33696	鬧
v33697	夜哭
v33698	圖解
v33699	吳茱萸
v33700	粉拌
v33701	小妞
v33702	回來
v33703	大約
v33704	滿月
v33705	點狂
v33706	點
v33707	那種
v33708	悽慘
v33709	點多
v33710	於是
v33711	ㄌ
v33712	推薦
v33713	ㄉ
v33714	沒想
v33715	沒想到
v33716	還是
v33717	狂哭
v33718	大早
v33719	一大早
v33720	沙布
v33721	腐蝕
v33722	帶去
v33723	我們
v33724	家萱
v33725	萱
v33726	一個月
v33727	哭鬧
v33728	實看
v33729	尖聲
v33730	哭叫
v33731	滿臉
v33732	脹紅
v33733	乾裂
v33734	淒慘
v33735	沙啞
v33736	淚痕
v33737	媽咪
v33738	試試
v33739	試看
v33740	試試看
v33741	老闆
v33742	卻說
v33743	實在
